i,r,v,p,ni,nr,nv,np
23,100,2300,52900,1.528497265,1.664346142,2.984874592,3.478701312
17,100,1700,28900,0.647941951,1.664346142,1.899150131,1.504010268
19,21,399,7581,0.941460389,-1.045505266,-0.455062407,-0.250091329
7,15,105,735,-0.819650238,-1.251316765,-0.987067393,-0.81337195
22,95,2090,45980,1.381738046,1.492836559,2.60487103,2.909332061
17,21,357,6069,0.647941951,-1.045505266,-0.53106312,-0.374496865
4,63,252,1008,-1.259927894,0.39517523,-0.7210649,-0.790909839
2,22,44,88,-1.553446332,-1.011203349,-1.09744938,-0.866606329
14,15,210,2940,0.207664295,-1.251316765,-0.797065613,-0.63194721
8,96,768,6144,-0.672891019,1.527138476,0.212658136,-0.368325956
13,54,702,9126,0.060905076,0.086457981,0.093228445,-0.122970594
19,6,114,2166,0.941460389,-1.560034014,-0.970781526,-0.695630996
13,11,143,1859,0.060905076,-1.388524431,-0.918304844,-0.720890586
24,41,984,23616,1.675256484,-0.359466934,0.603518942,1.069249124
14,43,602,8428,0.207664295,-0.290863101,-0.087725632,-0.180401191
13,17,221,2873,0.060905076,-1.182712932,-0.777160664,-0.637459889
5,94,470,2350,-1.113168675,1.458534643,-0.326585013,-0.680491698
21,74,1554,32634,1.234978827,0.772496312,1.634957179,1.811239283
12,63,756,9072,-0.085854143,0.39517523,0.190943647,-0.127413648
4,73,292,1168,-1.259927894,0.738194395,-0.64868327,-0.777745232
12,30,360,4320,-0.085854143,-0.736788017,-0.525634497,-0.518402475
22,81,1782,39204,1.381738046,1.012609728,2.047532474,2.351810956
16,77,1232,19712,0.501182733,0.875402061,1.052285052,0.748032714
1,19,19,19,-1.700205551,-1.114109099,-1.142687899,-0.872283566
7,85,595,4165,-0.819650238,1.149817394,-0.100392417,-0.531155688
5,9,45,225,-1.113168675,-1.457128264,-1.095639839,-0.855334134
10,36,360,3600,-0.379372581,-0.530976517,-0.525634497,-0.577643206
19,19,361,6859,0.941460389,-1.114109099,-0.523824957,-0.309496618
7,35,245,1715,-0.819650238,-0.565278434,-0.733731686,-0.732738732
2,12,24,48,-1.553446332,-1.354222514,-1.133640195,-0.869897481
21,83,1743,36603,1.234978827,1.081213561,1.976960384,2.137803814
4,50,200,800,-1.259927894,-0.050749686,-0.81516102,-0.808023828
8,80,640,5120,-0.672891019,0.978307811,-0.018963082,-0.45257944
18,4,72,1296,0.79470117,-1.628637847,-1.046782238,-0.767213546
17,60,1020,17340,0.647941951,0.29226948,0.668662409,0.552867416
7,62,434,3038,-0.819650238,0.360873313,-0.391728481,-0.623883888
13,56,728,9464,0.060905076,0.155061814,0.140276505,-0.095160361
19,87,1653,31407,0.941460389,1.218421227,1.814101715,1.710283204
24,18,432,10368,1.675256484,-1.148411015,-0.395347562,-0.020780332
11,58,638,7018,-0.232613362,0.223665647,-0.022582164,-0.29641429
2,56,112,224,-1.553446332,0.155061814,-0.974400608,-0.855416413
5,94,470,2350,-1.113168675,1.458534643,-0.326585013,-0.680491698
14,77,1078,15092,0.207664295,0.875402061,0.773615774,0.367904688
15,24,360,5400,0.354423514,-0.942599516,-0.525634497,-0.429541378
7,30,210,1470,-0.819650238,-0.736788017,-0.797065613,-0.752897036
9,72,648,5832,-0.5261318,0.703892479,-0.004486756,-0.393996939
13,9,117,1521,0.060905076,-1.457128264,-0.965352904,-0.748700818
22,93,2046,45012,1.381738046,1.424232726,2.525251237,2.829686189
18,74,1332,23976,0.79470117,0.772496312,1.233239129,1.098869489
15,29,435,6525,0.354423514,-0.771089933,-0.38991894,-0.336977735
13,27,351,4563,0.060905076,-0.839693766,-0.541920364,-0.498408728
13,46,598,7774,0.060905076,-0.187957352,-0.094963795,-0.234211522
16,89,1424,22784,0.501182733,1.28702506,1.399716879,1.000793168
10,49,490,4900,-0.379372581,-0.085051602,-0.290394198,-0.470680775
23,73,1679,38617,1.528497265,0.738194395,1.861149775,2.303513304
22,76,1672,36784,1.381738046,0.841100145,1.84848299,2.152696276
19,5,95,1805,0.941460389,-1.59433593,-1.005162801,-0.725333641
2,32,64,128,-1.553446332,-0.668184183,-1.061258565,-0.863315177
5,2,10,50,-1.113168675,-1.69724168,-1.158973766,-0.869732923
5,17,85,425,-1.113168675,-1.182712932,-1.023258208,-0.838878375
5,88,440,2200,-1.113168675,1.252723143,-0.380871236,-0.692833517
4,63,252,1008,-1.259927894,0.39517523,-0.7210649,-0.790909839
23,78,1794,41262,1.528497265,0.909703978,2.069246963,2.521140713
23,90,2070,47610,1.528497265,1.321326977,2.568680215,3.043446494
21,38,798,16758,1.234978827,-0.462372684,0.266944359,0.504981158
3,53,159,477,-1.406687113,0.052156064,-0.889352192,-0.834599878
12,42,504,6048,-0.085854143,-0.325165018,-0.265060627,-0.37622472
23,81,1863,42849,1.528497265,1.012609728,2.194105276,2.651717158
6,100,600,3600,-0.966409456,1.664346142,-0.091344713,-0.577643206
14,43,602,8428,0.207664295,-0.290863101,-0.087725632,-0.180401191
19,61,1159,22021,0.941460389,0.326571397,0.920188576,0.938014448
4,20,80,320,-1.259927894,-1.079807182,-1.032305912,-0.847517649
6,14,84,504,-0.966409456,-1.285618681,-1.025067749,-0.832378351
5,49,245,1225,-1.113168675,-0.085051602,-0.733731686,-0.773055341
5,40,200,1000,-1.113168675,-0.393768851,-0.81516102,-0.791568069
8,31,248,1984,-0.672891019,-0.7024861,-0.728303063,-0.710605736
19,89,1691,32129,0.941460389,1.28702506,1.882864264,1.769688492
15,91,1365,20475,0.354423514,1.355628893,1.292953974,0.810811433
11,46,506,5566,-0.232613362,-0.187957352,-0.261441545,-0.415883098
11,94,1034,11374,-0.232613362,1.458534643,0.69399598,0.061992134
18,97,1746,31428,0.79470117,1.561440392,1.982389006,1.712011058
11,53,583,6413,-0.232613362,0.052156064,-0.122106906,-0.34619296
10,9,90,900,-0.379372581,-1.457128264,-1.014210505,-0.799795949
21,3,63,1323,1.234978827,-1.662939763,-1.063068105,-0.764992019
14,14,196,2744,0.207664295,-1.285618681,-0.822399183,-0.648073853
11,5,55,605,-0.232613362,-1.59433593,-1.077544431,-0.824068193
14,45,630,8820,0.207664295,-0.222259268,-0.03705849,-0.148147904
21,19,399,8379,1.234978827,-1.114109099,-0.455062407,-0.184432852
3,57,171,513,-1.406687113,0.18936373,-0.867637702,-0.831637842
14,24,336,4704,0.207664295,-0.942599516,-0.569063476,-0.486807418
19,33,627,11913,0.941460389,-0.633882267,-0.042487112,0.106340404
1,10,10,10,-1.700205551,-1.422826348,-1.158973766,-0.873024075
10,44,440,4400,-0.379372581,-0.256561185,-0.380871236,-0.511820171
5,73,365,1825,-1.113168675,0.738194395,-0.516586794,-0.723688065
21,55,1155,24255,1.234978827,0.120759897,0.912950413,1.121825273
8,87,696,5568,-0.672891019,1.218421227,0.082371201,-0.415718541
20,83,1660,33200,1.088219608,1.081213561,1.8267685,1.85780908
8,36,288,2304,-0.672891019,-0.530976517,-0.655921433,-0.684276523
1,58,58,58,-1.700205551,0.223665647,-1.072115809,-0.869074693
11,52,572,6292,-0.232613362,0.017854148,-0.142011855,-0.356148694
12,6,72,864,-0.085854143,-1.560034014,-1.046782238,-0.802757985
7,91,637,4459,-0.819650238,1.355628893,-0.024391705,-0.506965723
10,50,500,5000,-0.379372581,-0.050749686,-0.27229879,-0.462452895
22,21,462,10164,1.381738046,-1.045505266,-0.341061339,-0.037565206
10,80,800,8000,-0.379372581,0.978307811,0.27056344,-0.215616515
24,52,1248,29952,1.675256484,0.017854148,1.081237704,1.590567559
21,12,252,5292,1.234978827,-1.354222514,-0.7210649,-0.438427488
22,51,1122,24684,1.381738046,-0.016447769,0.853235567,1.157122875
12,51,612,7344,-0.085854143,-0.016447769,-0.069630224,-0.269591404
12,31,372,4464,-0.085854143,-0.7024861,-0.503920008,-0.506554329
23,60,1380,31740,1.528497265,0.29226948,1.320097085,1.737682042
8,81,648,5184,-0.672891019,1.012609728,-0.004486756,-0.447313597
16,37,592,9472,0.501182733,-0.496674601,-0.105821039,-0.094502131
18,74,1332,23976,0.79470117,0.772496312,1.233239129,1.098869489
15,12,180,2700,0.354423514,-1.354222514,-0.851351836,-0.65169412
13,76,988,12844,0.060905076,0.841100145,0.610757105,0.182941961
19,91,1729,32851,0.941460389,1.355628893,1.951626813,1.829093781
10,31,310,3100,-0.379372581,-0.7024861,-0.616111536,-0.618782603
21,24,504,10584,1.234978827,-0.942599516,-0.265060627,-0.003008113
14,15,210,2940,0.207664295,-1.251316765,-0.797065613,-0.63194721
2,39,78,156,-1.553446332,-0.428070768,-1.035924994,-0.861011371
20,76,1520,30400,1.088219608,0.841100145,1.573432793,1.627428459
7,48,336,2352,-0.819650238,-0.119353519,-0.569063476,-0.68032714
6,36,216,1296,-0.966409456,-0.530976517,-0.786208368,-0.767213546
13,14,182,2366,0.060905076,-1.285618681,-0.847732754,-0.679175237
19,65,1235,23465,0.941460389,0.463779063,1.057713674,1.056825026
9,62,558,5022,-0.5261318,0.360873313,-0.167345425,-0.460642762
7,93,651,4557,-0.819650238,1.424232726,0.000941866,-0.498902401
14,58,812,11368,0.207664295,0.223665647,0.29227793,0.061498461
16,30,480,7680,0.501182733,-0.736788017,-0.308489605,-0.241945729
1,87,87,87,-1.700205551,1.218421227,-1.019639127,-0.866688608
3,24,72,216,-1.406687113,-0.942599516,-1.046782238,-0.856074643
21,32,672,14112,1.234978827,-0.668184183,0.038942222,0.287271471
24,97,2328,55872,1.675256484,1.561440392,3.035541733,3.723233886
5,11,55,275,-1.113168675,-1.388524431,-1.077544431,-0.851220195
16,35,560,8960,0.501182733,-0.565278434,-0.163726344,-0.136628873
8,75,600,4800,-0.672891019,0.806798228,-0.091344713,-0.478908654
15,8,120,1800,0.354423514,-1.491430181,-0.959924282,-0.725745034
21,41,861,18081,1.234978827,-0.359466934,0.380945427,0.613836002
17,75,1275,21675,0.647941951,0.806798228,1.130095305,0.909545986
3,82,246,738,-1.406687113,1.046911644,-0.731922145,-0.813125113
9,87,783,7047,-0.5261318,1.218421227,0.239801247,-0.294028205
13,70,910,11830,0.060905076,0.635288645,0.469612925,0.099511264
21,20,420,8820,1.234978827,-1.079807182,-0.417062051,-0.148147904
6,71,426,2556,-0.966409456,0.669590562,-0.406204807,-0.663542267
21,17,357,7497,1.234978827,-1.182712932,-0.53106312,-0.257002748
19,71,1349,25631,0.941460389,0.669590562,1.264001322,1.235040893
17,54,918,15606,0.647941951,0.086457981,0.484089251,0.410195988
5,10,50,250,-1.113168675,-1.422826348,-1.086592135,-0.853277164
15,34,510,7650,0.354423514,-0.59958035,-0.254203382,-0.244414093
20,91,1820,36400,1.088219608,1.355628893,2.116295023,2.121101219
24,10,240,5760,1.675256484,-1.422826348,-0.742779389,-0.399921012
4,67,268,1072,-1.259927894,0.532382896,-0.692112248,-0.785643996
4,19,76,304,-1.259927894,-1.114109099,-1.039544075,-0.848834109
19,94,1786,33934,0.941460389,1.458534643,2.054770637,1.918201715
19,3,57,1083,0.941460389,-1.662939763,-1.07392535,-0.784738929
9,21,189,1701,-0.5261318,-1.045505266,-0.835065969,-0.733890635
11,92,1012,11132,-0.232613362,1.38993081,0.654186083,0.042080666
22,29,638,14036,1.381738046,-0.771089933,-0.022582164,0.281018282
19,6,114,2166,0.941460389,-1.560034014,-0.970781526,-0.695630996
16,31,496,7936,0.501182733,-0.7024861,-0.279536953,-0.220882358
17,24,408,6936,0.647941951,-0.942599516,-0.438776541,-0.303161151
24,54,1296,31104,1.675256484,0.086457981,1.168095661,1.685352729
14,92,1288,18032,0.207664295,1.38993081,1.153619335,0.609804341
8,62,496,3968,-0.672891019,0.360873313,-0.279536953,-0.54736461
7,48,336,2352,-0.819650238,-0.119353519,-0.569063476,-0.68032714
5,78,390,1950,-1.113168675,0.909703978,-0.471348274,-0.713403215
23,15,345,7935,1.528497265,-1.251316765,-0.552777609,-0.220964637
6,91,546,3276,-0.966409456,1.355628893,-0.189059915,-0.604301535
7,41,287,2009,-0.819650238,-0.359466934,-0.657730973,-0.708548767
8,32,256,2048,-0.672891019,-0.668184183,-0.713826737,-0.705339894
21,35,735,15435,1.234978827,-0.565278434,0.15294329,0.396126314
17,3,51,867,0.647941951,-1.662939763,-1.084782595,-0.802511149
21,5,105,2205,1.234978827,-1.59433593,-0.987067393,-0.692422123
13,99,1287,16731,0.060905076,1.630044225,1.151809794,0.502759631
1,11,11,11,-1.700205551,-1.388524431,-1.157164225,-0.872941796
24,50,1200,28800,1.675256484,-0.050749686,0.994379747,1.495782389
22,82,1804,39688,1.381738046,1.046911644,2.087342371,2.391633892
14,71,994,13916,0.207664295,0.669590562,0.621614349,0.271144827
19,65,1235,23465,0.941460389,0.463779063,1.057713674,1.056825026
5,99,495,2475,-1.113168675,1.630044225,-0.281346494,-0.670206849
16,93,1488,23808,0.501182733,1.424232726,1.515527488,1.085046652
2,72,144,288,-1.553446332,0.703892479,-0.916495303,-0.85015057
11,49,539,5929,-0.232613362,-0.085051602,-0.2017267,-0.386015896
10,94,940,9400,-0.379372581,1.458534643,0.523899148,-0.100426204
13,40,520,6760,0.060905076,-0.393768851,-0.236107975,-0.317642219
2,22,44,88,-1.553446332,-1.011203349,-1.09744938,-0.866606329
21,15,315,6615,1.234978827,-1.251316765,-0.607063832,-0.329572644
5,23,115,575,-1.113168675,-0.976901432,-0.968971985,-0.826536556
12,44,528,6336,-0.085854143,-0.256561185,-0.221631648,-0.352528427
10,15,150,1500,-0.379372581,-1.251316765,-0.905638059,-0.750428673
4,76,304,1216,-1.259927894,0.841100145,-0.62696878,-0.77379585
18,79,1422,25596,0.79470117,0.944005894,1.396097798,1.232161135
8,40,320,2560,-0.672891019,-0.393768851,-0.598016128,-0.663213151
15,53,795,11925,0.354423514,0.052156064,0.261515736,0.107327749
19,5,95,1805,0.941460389,-1.59433593,-1.005162801,-0.725333641
14,64,896,12544,0.207664295,0.429477146,0.444279354,0.158258322
24,8,192,4608,1.675256484,-1.491430181,-0.829637346,-0.494706182
2,61,122,244,-1.553446332,0.326571397,-0.9563052,-0.853770837
17,21,357,6069,0.647941951,-1.045505266,-0.53106312,-0.374496865
7,19,133,931,-0.819650238,-1.114109099,-0.936400252,-0.797245306
1,51,51,51,-1.700205551,-0.016447769,-1.084782595,-0.869650644
16,42,672,10752,0.501182733,-0.325165018,0.038942222,0.010814725
18,92,1656,29808,0.79470117,1.38993081,1.819530337,1.578719413
21,29,609,12789,1.234978827,-0.771089933,-0.075058846,0.178416627
6,13,78,468,-0.966409456,-1.319920598,-1.035924994,-0.835340387
13,57,741,9633,0.060905076,0.18936373,0.163800535,-0.081255245
11,28,308,3388,-0.232613362,-0.80539185,-0.619730617,-0.59508631
11,8,88,968,-0.232613362,-1.491430181,-1.017829586,-0.794200991
24,57,1368,32832,1.675256484,0.18936373,1.298382596,1.827530484
4,70,280,1120,-1.259927894,0.635288645,-0.670397759,-0.781694614
6,27,162,972,-0.966409456,-0.839693766,-0.883923569,-0.793871875
4,38,152,608,-1.259927894,-0.462372684,-0.902018977,-0.823821356
4,82,328,1312,-1.259927894,1.046911644,-0.583539802,-0.765897086
2,56,112,224,-1.553446332,0.155061814,-0.974400608,-0.855416413
16,21,336,5376,0.501182733,-1.045505266,-0.569063476,-0.431516069
4,2,8,32,-1.259927894,-1.69724168,-1.162592848,-0.871213941
14,10,140,1960,0.207664295,-1.422826348,-0.923733466,-0.712580428
3,29,87,261,-1.406687113,-0.771089933,-1.019639127,-0.852372098
22,19,418,9196,1.381738046,-1.114109099,-0.420681133,-0.117211078
21,16,336,7056,1.234978827,-1.217014848,-0.569063476,-0.293287696
1,56,56,56,-1.700205551,0.155061814,-1.075734891,-0.86923925
6,88,528,3168,-0.966409456,1.252723143,-0.221631648,-0.613187645
10,85,850,8500,-0.379372581,1.149817394,0.361040479,-0.174477118
17,55,935,15895,0.647941951,0.120759897,0.514851444,0.433974559
20,13,260,5200,1.088219608,-1.319920598,-0.706588574,-0.445997137
24,99,2376,57024,1.675256484,1.630044225,3.12239969,3.818019056
5,27,135,675,-1.113168675,-0.839693766,-0.93278117,-0.818308677
21,42,882,18522,1.234978827,-0.325165018,0.418945783,0.65012095
3,37,111,333,-1.406687113,-0.496674601,-0.976210148,-0.846448024
11,49,539,5929,-0.232613362,-0.085051602,-0.2017267,-0.386015896
2,35,70,140,-1.553446332,-0.565278434,-1.05040132,-0.862327832
14,25,350,4900,0.207664295,-0.908297599,-0.543729905,-0.470680775
16,89,1424,22784,0.501182733,1.28702506,1.399716879,1.000793168
20,90,1800,36000,1.088219608,1.321326977,2.080104208,2.088189702
14,43,602,8428,0.207664295,-0.290863101,-0.087725632,-0.180401191
23,93,2139,49197,1.528497265,1.424232726,2.693538528,3.174022939
1,98,98,98,-1.700205551,1.595742309,-0.999734178,-0.865783541
23,90,2070,47610,1.528497265,1.321326977,2.568680215,3.043446494
19,42,798,15162,0.941460389,-0.325165018,0.266944359,0.373664204
13,89,1157,15041,0.060905076,1.28702506,0.916569494,0.36370847
3,79,237,711,-1.406687113,0.944005894,-0.748208012,-0.815346641
20,7,140,2800,1.088219608,-1.525732097,-0.923733466,-0.643466241
16,46,736,11776,0.501182733,-0.187957352,0.154752831,0.095068209
11,14,154,1694,-0.232613362,-1.285618681,-0.898399895,-0.734466587
9,50,450,4050,-0.5261318,-0.050749686,-0.362775828,-0.540617749
13,21,273,3549,0.060905076,-1.045505266,-0.683064544,-0.581839425
11,6,66,726,-0.232613362,-1.560034014,-1.057639483,-0.814112459
22,8,176,3872,1.381738046,-1.491430181,-0.858589999,-0.555263374
14,97,1358,19012,0.207664295,1.561440392,1.280287189,0.690437559
14,26,364,5096,0.207664295,-0.873995683,-0.518396334,-0.454554131
20,73,1460,29200,1.088219608,0.738194395,1.464860347,1.528693906
3,74,222,666,-1.406687113,0.772496312,-0.775351123,-0.819049186
13,66,858,11154,0.060905076,0.498080979,0.375516805,0.0438908
2,20,40,80,-1.553446332,-1.079807182,-1.104687543,-0.867264559
6,63,378,2268,-0.966409456,0.39517523,-0.493062764,-0.687238559
16,4,64,1024,0.501182733,-1.628637847,-1.061258565,-0.789593378
13,60,780,10140,0.060905076,0.29226948,0.234372625,-0.039539897
5,80,400,2000,-1.113168675,0.978307811,-0.453252867,-0.709289276
5,58,290,1450,-1.113168675,0.223665647,-0.652302351,-0.754542612
8,22,176,1408,-0.672891019,-1.011203349,-0.858589999,-0.757998322
12,65,780,9360,-0.085854143,0.463779063,0.234372625,-0.103717356
21,55,1155,24255,1.234978827,0.120759897,0.912950413,1.121825273
2,99,198,396,-1.553446332,1.630044225,-0.818780102,-0.84126446
18,74,1332,23976,0.79470117,0.772496312,1.233239129,1.098869489
1,49,49,49,-1.700205551,-0.085051602,-1.088401676,-0.869815202
18,81,1458,26244,0.79470117,1.012609728,1.461241265,1.285477793
21,86,1806,37926,1.234978827,1.18411931,2.090961452,2.246658658
22,26,572,12584,1.381738046,-0.873995683,-0.142011855,0.161549474
1,70,70,70,-1.700205551,0.635288645,-1.05040132,-0.868087347
23,23,529,12167,1.528497265,-0.976901432,-0.219822108,0.127239217
5,69,345,1725,-1.113168675,0.600986729,-0.552777609,-0.731915944
14,82,1148,16072,0.207664295,1.046911644,0.900283627,0.448537906
12,12,144,1728,-0.085854143,-1.354222514,-0.916495303,-0.731669108
13,99,1287,16731,0.060905076,1.630044225,1.151809794,0.502759631
23,71,1633,37559,1.528497265,0.669590562,1.7779109,2.216462341
3,94,282,846,-1.406687113,1.458534643,-0.666778677,-0.804239003
22,23,506,11132,1.381738046,-0.976901432,-0.261441545,0.042080666
12,17,204,2448,-0.085854143,-1.182712932,-0.807922857,-0.672428376
22,89,1958,43076,1.381738046,1.28702506,2.366011649,2.670394445
3,12,36,108,-1.406687113,-1.354222514,-1.111925706,-0.864960753
12,90,1080,12960,-0.085854143,1.321326977,0.777234855,0.192486301
12,47,564,6768,-0.085854143,-0.153655435,-0.156488181,-0.316983989
21,37,777,16317,1.234978827,-0.496674601,0.228944003,0.46869621
24,95,2280,54720,1.675256484,1.492836559,2.948683776,3.628448716
23,14,322,7406,1.528497265,-1.285618681,-0.594397047,-0.264490118
15,96,1440,21600,0.354423514,1.527138476,1.428669532,0.903375076
24,82,1968,47232,1.675256484,1.046911644,2.384107057,3.01234511
2,53,106,212,-1.553446332,0.052156064,-0.985257852,-0.856403758
17,2,34,578,0.647941951,-1.69724168,-1.115544788,-0.82628972
13,79,1027,13351,0.060905076,0.944005894,0.681329195,0.224657309
1,12,12,12,-1.700205551,-1.354222514,-1.155354684,-0.872859517
19,33,627,11913,0.941460389,-0.633882267,-0.042487112,0.106340404
19,42,798,15162,0.941460389,-0.325165018,0.266944359,0.373664204
10,6,60,600,-0.379372581,-1.560034014,-1.068496728,-0.824479587
2,7,14,28,-1.553446332,-1.525732097,-1.151735603,-0.871543056
11,60,660,7260,-0.232613362,0.29226948,0.017227733,-0.276502822
4,38,152,608,-1.259927894,-0.462372684,-0.902018977,-0.823821356
19,60,1140,21660,0.941460389,0.29226948,0.885807301,0.908311804
7,75,525,3675,-0.819650238,0.806798228,-0.227060271,-0.571472297
8,74,592,4736,-0.672891019,0.772496312,-0.105821039,-0.484174497
9,19,171,1539,-0.5261318,-1.114109099,-0.867637702,-0.7472198
19,66,1254,23826,0.941460389,0.498080979,1.092094949,1.08652767
6,83,498,2988,-0.966409456,1.081213561,-0.275917871,-0.627997828
16,8,128,2048,0.501182733,-1.491430181,-0.945447955,-0.705339894
17,22,374,6358,0.647941951,-1.011203349,-0.500300927,-0.350718294
21,52,1092,22932,1.234978827,0.017854148,0.798949344,1.012970429
4,65,260,1040,-1.259927894,0.463779063,-0.706588574,-0.788276918
15,44,660,9900,0.354423514,-0.256561185,0.017227733,-0.059286807
9,40,360,3240,-0.5261318,-0.393768851,-0.525634497,-0.607263572
5,68,340,1700,-1.113168675,0.566684812,-0.561825313,-0.733972914
16,6,96,1536,0.501182733,-1.560034014,-1.00335326,-0.747466636
5,19,95,475,-1.113168675,-1.114109099,-1.005162801,-0.834764436
23,6,138,3174,1.528497265,-1.560034014,-0.927352548,-0.612693972
12,78,936,11232,-0.085854143,0.909703978,0.516660985,0.050308545
13,89,1157,15041,0.060905076,1.28702506,0.916569494,0.36370847
7,40,280,1960,-0.819650238,-0.393768851,-0.670397759,-0.712580428
15,45,675,10125,0.354423514,-0.222259268,0.044370844,-0.040774079
10,55,550,5500,-0.379372581,0.120759897,-0.181821752,-0.421313499
7,29,203,1421,-0.819650238,-0.771089933,-0.809732398,-0.756928697
11,57,627,6897,-0.232613362,0.18936373,-0.042487112,-0.306370024
10,39,390,3900,-0.379372581,-0.428070768,-0.471348274,-0.552959568
10,65,650,6500,-0.379372581,0.463779063,-0.000867675,-0.339034705
1,55,55,55,-1.700205551,0.120759897,-1.077544431,-0.869321529
5,50,250,1250,-1.113168675,-0.050749686,-0.724683982,-0.770998371
23,72,1656,38088,1.528497265,0.703892479,1.819530337,2.259987823
18,30,540,9720,0.79470117,-0.736788017,-0.199917159,-0.07409699
13,59,767,9971,0.060905076,0.257967563,0.210848595,-0.053445013
14,66,924,12936,0.207664295,0.498080979,0.494946495,0.19051161
6,5,30,180,-0.966409456,-1.59433593,-1.122782951,-0.85903668
4,87,348,1392,-1.259927894,1.218421227,-0.547348987,-0.759314782
14,50,700,9800,0.207664295,-0.050749686,0.089609364,-0.067514687
2,40,80,160,-1.553446332,-0.393768851,-1.032305912,-0.860682256
11,49,539,5929,-0.232613362,-0.085051602,-0.2017267,-0.386015896
21,19,399,8379,1.234978827,-1.114109099,-0.455062407,-0.184432852
10,74,740,7400,-0.379372581,0.772496312,0.161990994,-0.264983791
19,58,1102,20938,0.941460389,0.223665647,0.817044752,0.848906515
18,67,1206,21708,0.79470117,0.532382896,1.005236992,0.912261186
24,19,456,10944,1.675256484,-1.114109099,-0.351918584,0.026612253
11,25,275,3025,-0.232613362,-0.908297599,-0.679445463,-0.624953512
17,86,1462,24854,0.647941951,1.18411931,1.468479428,1.17111027
2,96,192,384,-1.553446332,1.527138476,-0.829637346,-0.842251806
12,79,948,11376,-0.085854143,0.944005894,0.538375474,0.062156692
2,34,68,136,-1.553446332,-0.59958035,-1.054020401,-0.862656947
8,92,736,5888,-0.672891019,1.38993081,0.154752831,-0.389389327
1,6,6,6,-1.700205551,-1.560034014,-1.166211929,-0.87335319
8,76,608,4864,-0.672891019,0.841100145,-0.076868387,-0.473642811
15,30,450,6750,0.354423514,-0.736788017,-0.362775828,-0.318465007
9,87,783,7047,-0.5261318,1.218421227,0.239801247,-0.294028205
21,57,1197,25137,1.234978827,0.18936373,0.988951125,1.194395169
14,96,1344,18816,0.207664295,1.527138476,1.254953618,0.674310915
15,86,1290,19350,0.354423514,1.18411931,1.157238416,0.718247791
3,29,87,261,-1.406687113,-0.771089933,-1.019639127,-0.852372098
16,63,1008,16128,0.501182733,0.39517523,0.64694792,0.453145518
8,78,624,4992,-0.672891019,0.909703978,-0.047915735,-0.463111126
19,91,1729,32851,0.941460389,1.355628893,1.951626813,1.829093781
21,81,1701,35721,1.234978827,1.012609728,1.900959672,2.065233919
18,71,1278,23004,0.79470117,0.669590562,1.135523927,1.018894502
5,83,415,2075,-1.113168675,1.081213561,-0.426109755,-0.703118366
17,85,1445,24565,0.647941951,1.149817394,1.437717235,1.147331699
9,53,477,4293,-0.5261318,0.052156064,-0.313918228,-0.520624002
16,32,512,8192,0.501182733,-0.668184183,-0.250584301,-0.199818987
21,1,21,441,1.234978827,-1.731543597,-1.139068818,-0.837561915
23,5,115,2645,1.528497265,-1.59433593,-0.968971985,-0.656219454
18,44,792,14256,0.79470117,-0.256561185,0.256087114,0.299119617
21,27,567,11907,1.234978827,-0.839693766,-0.151059559,0.105846731
17,30,510,8670,0.647941951,-0.736788017,-0.254203382,-0.160489723
15,18,270,4050,0.354423514,-1.148411015,-0.688493166,-0.540617749
23,90,2070,47610,1.528497265,1.321326977,2.568680215,3.043446494
6,41,246,1476,-0.966409456,-0.359466934,-0.731922145,-0.752403364
11,72,792,8712,-0.232613362,0.703892479,0.256087114,-0.157034014
9,23,207,1863,-0.5261318,-0.976901432,-0.802494235,-0.72056147
16,58,928,14848,0.501182733,0.223665647,0.502184659,0.347828663
8,90,720,5760,-0.672891019,1.321326977,0.125800179,-0.399921012
7,40,280,1960,-0.819650238,-0.393768851,-0.670397759,-0.712580428
14,75,1050,14700,0.207664295,0.806798228,0.722948632,0.335651401
1,20,20,20,-1.700205551,-1.079807182,-1.140878358,-0.872201287
9,94,846,7614,-0.5261318,1.458534643,0.353802316,-0.247376129
5,84,420,2100,-1.113168675,1.115515477,-0.417062051,-0.701061396
24,30,720,17280,1.675256484,-0.736788017,0.125800179,0.547930688
2,76,152,304,-1.553446332,0.841100145,-0.902018977,-0.848834109
17,96,1632,27744,0.647941951,1.527138476,1.776101359,1.408895983
17,22,374,6358,0.647941951,-1.011203349,-0.500300927,-0.350718294
14,19,266,3724,0.207664295,-1.114109099,-0.69573133,-0.567440636
22,77,1694,37268,1.381738046,0.875402061,1.888292886,2.192519212
15,88,1320,19800,0.354423514,1.252723143,1.211524639,0.755273248
19,75,1425,27075,0.941460389,0.806798228,1.40152642,1.35385147
16,64,1024,16384,0.501182733,0.429477146,0.675900572,0.474208889
20,25,500,10000,1.088219608,-0.908297599,-0.27229879,-0.051058928
8,57,456,3648,-0.672891019,0.18936373,-0.351918584,-0.573693824
17,80,1360,23120,0.647941951,0.978307811,1.28390627,1.028438842
15,20,300,4500,0.354423514,-1.079807182,-0.634206943,-0.503592292
14,95,1330,18620,0.207664295,1.492836559,1.229620047,0.658184272
8,83,664,5312,-0.672891019,1.081213561,0.024465896,-0.436781912
11,97,1067,11737,-0.232613362,1.561440392,0.753710825,0.091859336
